source;target
83;279
83;90
83;219
84;3
84;27
84;11
84;455
85;40
85;72
85;50
85;182
85;154
85;189
86;0
86;10
86;530
86;532
86;60
87;5
87;293
87;73
87;109
87;13
87;115
87;541
88;0
88;448
88;5
88;166
88;229
88;325
88;42
88;298
88;341
88;374
88;222
88;351
89;161
89;131
89;6
89;268
89;48
89;22
89;158
90;160
90;417
90;69
90;40
90;395
90;399
90;83
90;376
90;189
90;413
91;80
91;2
91;3
91;402
92;135
92;104
92;488
92;140
92;78
92;271
92;30
92;124
92;62
93;225
93;515
93;262
93;13
93;46
93;499
93;22
93;502
94;16
94;51
94;5
95;3
95;40
95;425
95;42
95;461
95;112
95;188
96;480
96;3
96;9
96;78
96;208
97;485
97;8
97;427
97;533
97;22
97;153
97;26
97;221
98;35
98;133
98;47
98;22
98;184
98;185
98;122
98;350
99;200
99;74
99;45
99;206
99;143
99;527
99;19
100;193
100;3
100;40
100;426
100;240
100;52
100;121
101;258
101;328
101;171
101;12
101;461
101;400
101;306
101;19
101;60
101;540
101;223
102;130
102;478
102;232
102;11
102;113
102;177
102;438
102;439
102;58
102;124
102;30
103;136
103;42
103;12
103;19
103;343
103;538
104;9
104;2
104;92
104;326
105;19
105;51
105;39
106;1
106;2
106;259
106;265
106;109
106;142
106;25
106;187
106;318
107;162
107;2
107;4
107;482
107;483
107;328
107;297
107;524
107;272
107;52
107;213
107;538
108;57
108;66
108;436
108;44
109;2
109;260
109;137
109;106
109;393
109;173
109;87
109;155
110;1
110;282
110;21
110;9
111;354
111;134
111;44
111;53
111;54
111;181
111;213
111;540
112;3
112;291
112;53
112;538
112;188
112;95
112;255
113;248
113;2
113;102
113;10
113;236
113;334
113;177
113;114
113;247
113;152
114;480
114;40
114;8
114;362
114;113
114;311
114;255
115;2
115;67
115;336
115;369
115;210
115;87
116;1
116;33
116;258
116;389
116;135
116;172
116;58
116;318
117;2
117;70
117;361
117;170
117;12
117;204
117;307
117;120
117;186
117;159
118;3
118;454
118;169
118;307
118;30
118;63
119;77
119;12
119;4
120;1
120;354
120;386
120;415
120;393
120;12
120;334
120;117
120;280
120;383
121;100
121;487
121;214
121;58
121;29
122;129
122;98
122;38
122;245
122;24
122;217
122;154
122;541
123;183
123;44
123;15
124;193
124;102
124;276
124;92
124;29
125;512
125;8
125;201
125;234
125;77
125;400
125;22
125;215
125;442
125;126
126;74
126;78
126;148
126;505
126;125
127;9
127;5
128;33
128;48
128;209
128;53
128;278
128;501
128;315
129;352
129;12
129;300
129;465
129;22
129;122
129;412
130;385
130;548
130;102
130;72
130;525
130;495
130;432
130;151
130;410
130;62
131;192
131;1
131;3
131;212
131;89
132;32
132;8
132;35
133;481
133;98
133;36
133;42
133;400
133;534
133;285
134;290
134;3
134;6
134;111
134;338
135;449
135;3
135;368
135;116
135;92
135;382
136;103
136;8
136;232
136;53
136;222
137;259
137;196
137;197
137;324
137;296
137;424
137;171
137;459
137;109
137;523
137;179
137;19
137;57
138;64
138;139
138;235
138;269
138;399
138;22
138;215
138;56
138;184
139;138
139;66
140;8
140;170
140;526
140;373
140;248
140;92
140;62
140;191
141;72
141;44
141;326
142;257
142;322
142;198
142;6
142;106
142;437
142;25
142;156
142;445
143;1
143;99
143;484
143;396
143;145
143;146
143;27
143;510
144;266
144;77
144;14
144;51
144;376
144;249
144;506
144;156
145;1
145;2
145;143
145;274
145;253
146;33
146;233
146;42
146;143
146;401
146;309
147;2
147;5
148;4
148;166
148;208
148;126
148;383
149;0
149;59
150;3
150;292
150;76
150;406
150;57
151;130
151;199
151;14
151;52
151;187
152;503
152;76
152;113
152;55
152;471
152;350
153;8
153;73
153;97
154;122
154;349
154;85
154;78
155;1
155;4
155;326
155;109
155;430
155;437
155;252
156;11
156;491
156;142
156;526
156;144
156;244
156;500
156;254
157;0
157;4
157;293
157;365
157;175
157;186
158;89
158;65
158;341
158;14
159;217
159;264
159;537
159;276
159;117
159;25
159;60
160;518
160;23
160;24
160;90
160;475
160;188
161;24
161;89
161;174
161;71
162;0
162;448
162;355
162;107
162;275
162;53
162;220
163;358
163;521
163;234
163;44
163;429
163;78
163;465
163;50
164;321
164;2
164;421
164;6
164;458
164;461
164;239
164;528
164;54
164;221
165;1
165;5
165;48
165;275
165;376
166;80
166;88
166;148
166;301
167;80
167;2
167;5
167;214
168;10
168;37
168;5
169;78
169;4
169;118
170;59
170;140
170;117
170;287
171;0
171;484
171;101
171;137
171;425
171;303
171;274
171;373
171;477
172;48
172;314
172;116
172;4
173;109
173;30
173;63
174;161
174;35
174;21
174;243
175;355
175;324
175;219
175;59
175;157
175;62
176;42
176;12
176;5
176;292
177;113
177;3
177;102
177;255
178;1
178;4
178;490
178;275
178;51
179;1
179;137
179;300
179;306
179;58
179;347
180;51
180;3
180;60
180;377
181;304
181;42
181;31
181;111
182;544
182;353
182;72
182;85
182;53
183;33
183;204
183;12
183;242
183;536
183;123
183;348
184;98
184;138
184;22
184;375
184;443
184;319
185;2
185;98
185;403
185;309
185;22
185;470
185;381
186;3
186;389
186;396
186;117
186;374
186;157
187;456
187;106
187;22
187;151
187;411
187;220
188;112
188;383
188;160
188;95
189;288
189;6
189;331
189;85
189;90
190;2
190;546
190;452
190;13
190;372
190;22
191;193
191;35
191;42
191;140
191;268
191;504
192;8
192;59
192;131
192;381
193;100
193;228
193;351
193;485
193;549
193;495
193;274
193;306
193;308
193;277
193;469
193;407
193;505
193;474
193;124
193;191
194;5
194;70
194;402
194;434
194;59
194;412
195;9
195;26
195;431
196;137
196;76
196;401
196;254
196;30
197;288
197;257
197;294
197;137
197;76
197;15
197;343
197;441
197;316
198;249
198;13
198;142
198;47
199;0
199;8
199;205
199;337
199;151
199;217
200;99
200;22
200;31
201;9
201;51
201;125
201;307
202;59
202;3
202;71
203;9
203;3
203;230
204;9
204;117
204;183
205;8
205;11
205;199
206;25
206;99
206;5
207;1
207;231
207;238
207;48
207;22
208;96
208;8
208;148
208;507
208;443
209;8
209;128
209;39
210;1
210;250
210;115
210;14
211;5
211;498
211;36
211;29
212;131
212;364
212;62
213;4
213;358
213;107
213;395
213;111
214;121
214;3
214;167
215;138
215;52
215;537
215;316
215;125
216;8
216;81
216;44
217;159
217;122
217;199
218;57
218;74
218;3
219;225
219;228
219;548
219;234
219;426
219;175
219;16
219;83
219;414
220;162
220;35
220;187
221;384
221;97
221;35
221;164
222;88
222;48
222;136
223;40
223;29
223;320
223;101
224;355
224;68
224;42
224;13
224;302
224;530
224;278
225;464
225;66
225;219
225;93
226;419
226;42
226;363
226;10
226;367
226;22
226;313
226;474
227;1
227;257
227;291
227;547
227;246
227;439
227;59
227;29
227;445
228;193
228;75
228;404
228;473
228;219
228;349
229;6
229;230
229;8
229;329
229;88
230;545
230;4
230;229
230;203
230;270
230;285
231;27
231;54
231;207
232;136
232;102
232;22
233;8
233;498
233;146
233;3
234;163
234;262
234;303
234;305
234;436
234;507
234;219
234;125
235;1
235;138
235;74
235;429
235;270
236;261
236;40
236;76
236;365
236;272
236;113
236;465
236;479
237;5
237;55
238;420
238;358
238;14
238;207
238;273
238;340
238;54
239;3
239;75
239;164
239;333
240;27
240;100
240;22
240;359
241;48
241;256
241;50
241;32
242;544
242;1
242;72
242;297
242;183
242;410
243;513
243;7
243;174
243;403
243;29
244;292
244;5
244;486
244;40
244;433
244;281
244;250
244;156
245;258
245;260
245;77
245;48
245;312
245;122
246;42
246;227
246;20
246;302
247;2
247;13
247;397
247;113
247;479
248;4
248;140
248;334
248;113
248;477
249;198
249;40
249;144
249;408
249;378
250;210
250;52
250;244
251;8
251;50
251;523
251;22
252;0
252;1
252;155
253;145
253;12
253;493
254;196
254;11
254;156
255;112
255;177
255;114
255;467
255;310
256;241
256;10
256;3
257;227
257;452
257;197
257;142
257;336
257;315
258;101
258;116
258;245
259;137
259;106
259;459
259;54
259;311
260;245
260;317
260;109
260;38
261;1
261;5
261;294
261;360
261;424
261;363
261;236
261;336
262;234
262;459
262;93
262;23
263;16
263;536
263;40
263;10
264;82
264;19
264;293
264;159
265;106
265;83
265;5
266;48
266;458
266;144
266;7
267;8
267;460
267;80
267;19
267;341
268;89
268;43
268;191
269;65
269;42
269;388
269;138
270;0
270;230
270;235
270;303
270;463
270;473
270;446
271;40
271;51
271;282
271;539
271;92
271;511
272;38
272;489
272;107
272;236
272;337
273;0
273;74
273;509
273;238
274;193
274;145
274;171
275;178
275;162
275;165
276;9
276;124
276;159
277;193
277;515
277;4
277;54
278;128
278;224
278;74
279;11
279;83
279;6
280;120
280;53
280;22
281;27
281;244
281;60
282;9
282;523
282;110
282;271
283;1
283;3
283;419
283;30
284;321
284;18
284;43
284;20
285;133
285;230
285;487
285;9
285;496
286;1
286;10
286;369
286;404
286;31
287;170
287;43
287;491
287;333
287;310
287;30
288;45
288;197
288;189
289;58
289;60
289;29
290;134
290;6
290;22
290;408
290;508
291;112
291;227
291;62
292;176
292;244
292;150
293;264
293;157
293;87
294;377
294;261
294;197
294;54
295;35
295;44
295;51
295;342
295;442
296;64
296;137
296;19
296;299
297;388
297;331
297;107
297;15
297;242
297;312
298;88
298;2
298;77
298;335
299;514
299;296
299;8
299;530
299;404
299;374
299;54
299;345
300;129
300;422
300;492
300;339
300;19
300;179
300;408
301;8
301;338
301;5
301;166
302;224
302;75
302;443
302;246
303;234
303;171
303;270
304;38
304;327
304;337
304;19
304;181
305;33
305;234
305;5
306;193
306;179
306;101
307;544
307;201
307;117
307;118
307;510
308;193
308;421
308;44
308;19
308;475
309;451
309;146
309;371
309;185
309;58
310;3
310;255
310;472
310;287
311;74
311;259
311;114
312;297
312;2
312;245
313;226
313;3
313;11
313;375
313;377
313;318
314;8
314;74
314;172
315;128
315;257
315;12
315;364
315;503
315;378
316;197
316;70
316;392
316;532
316;215
317;0
317;260
317;13
318;313
318;106
318;490
318;116
319;320
319;40
319;72
319;463
319;184
319;380
320;223
320;425
320;80
320;369
320;319
321;164
321;2
321;284
322;9
322;3
322;142
323;521
323;11
323;332
323;468
323;405
323;54
323;442
323;27
323;413
324;137
324;35
324;175
325;8
325;88
325;67
326;486
326;104
326;141
326;528
326;155
327;304
327;9
327;380
327;38
328;2
328;107
328;101
329;5
329;229
329;75
329;368
329;371
330;50
330;380
330;38
330;23
331;297
331;458
331;189
331;541
331;30
332;323
332;67
332;12
332;367
332;504
332;379
333;25
333;287
333;239
334;120
334;248
334;113
334;504
335;298
335;5
335;7
336;257
336;115
336;261
337;304
337;272
337;199
338;45
338;301
338;134
339;72
339;300
339;29
340;38
340;497
340;238
340;39
341;453
341;267
341;364
341;88
341;348
341;158
342;48
342;75
342;295
343;392
343;5
343;197
343;103
344;8
344;490
344;11
344;440
344;30
345;8
345;299
345;53
345;451
346;33
346;9
346;31
347;73
347;179
347;44
348;515
348;27
348;341
348;183
349;154
349;228
349;23
350;0
350;98
350;468
350;152
350;446
351;88
351;193
351;393
351;79
352;129
352;67
352;7
353;40
353;12
353;462
353;182
354;120
354;547
354;29
354;111
355;224
355;162
355;175
356;3
356;53
357;8
357;417
357;72
357;62
358;163
358;213
358;238
359;240
359;57
359;1
360;74
360;11
360;261
361;74
361;4
361;117
362;114
362;51
362;4
363;513
363;226
363;261
363;401
363;18
364;315
364;212
364;341
365;5
365;236
365;157
366;24
366;1
366;55
367;409
367;226
367;332
367;5
368;135
368;520
368;329
368;427
368;22
369;320
369;115
369;286
370;418
370;12
370;433
370;57
370;29
371;329
371;25
371;309
372;396
372;3
372;44
372;190
373;64
373;171
373;140
374;88
374;482
374;186
374;299
375;184
375;313
375;424
375;33
376;144
376;90
376;165
377;549
377;390
377;294
377;180
377;406
377;313
378;249
378;315
378;62
378;486
379;1
379;332
379;39
380;389
380;327
380;330
380;405
380;469
380;319
381;192
381;185
381;1
381;391
382;2
382;75
382;135
383;120
383;148
383;188
383;421
384;0
384;512
384;221
384;78
385;130
385;5
385;53
386;120
386;1
386;397
386;55
387;33
387;3
387;497
387;62
388;417
388;34
388;297
388;269
388;431
388;466
389;116
389;186
389;380
389;478
390;377
390;11
390;78
391;466
391;3
391;381
391;22
392;75
392;316
392;343
393;120
393;109
393;351
394;8
394;34
394;3
395;481
395;90
395;213
395;31
396;186
396;372
396;143
397;545
397;386
397;3
397;462
397;247
398;48
398;471
398;30
398;63
399;138
399;59
399;90
400;101
400;125
400;133
401;146
401;363
401;196
402;91
402;194
402;2
402;416
403;185
403;3
403;243
404;299
404;228
404;286
405;380
405;323
405;20
405;540
406;377
406;3
406;150
407;40
407;193
407;4
408;249
408;290
408;300
409;40
409;37
409;542
409;367
410;242
410;54
410;130
411;2
411;187
411;78
412;129
412;194
412;2
413;8
413;90
413;323
414;1
414;219
414;78
415;120
415;8
415;48
416;402
416;74
416;77
417;90
417;388
417;357
418;8
418;370
418;78
419;226
419;283
419;23
420;27
420;5
420;238
421;164
421;308
421;383
422;0
422;2
422;300
423;65
423;43
424;137
424;476
424;261
424;375
425;320
425;474
425;171
425;95
426;539
426;59
426;100
426;219
427;368
427;97
427;73
428;1
428;7
428;55
429;235
429;163
429;54
430;58
430;155
430;5
430;495
431;11
431;388
431;195
432;3
432;130
432;19
432;464
433;48
433;370
433;244
434;16
434;194
434;75
434;454
435;27
435;20
435;15
436;234
436;108
436;54
437;2
437;155
437;142
438;2
438;3
438;102
439;16
439;227
439;102
440;344
440;74
440;21
441;197
441;20
441;5
442;525
442;323
442;125
442;295
443;208
443;302
443;184
444;59
444;500
444;77
444;47
445;32
445;539
445;227
445;142
446;350
446;2
446;270
447;0
447;529
447;22
447;502
448;88
448;162
448;68
449;1
449;57
449;470
449;135
450;11
450;40
450;67
451;345
451;83
451;309
452;0
452;257
452;190
453;40
453;9
453;548
453;341
454;434
454;5
454;118
455;9
455;42
455;84
456;187
456;44
456;30
457;2
457;35
457;6
458;266
458;331
458;164
459;137
459;259
459;262
460;8
460;536
460;267
460;22
461;524
461;164
461;101
461;95
462;56
462;353
462;397
463;9
463;270
463;319
464;432
464;225
464;14
465;129
465;163
465;236
466;388
466;62
466;391
467;27
467;47
467;255
468;323
468;4
468;350
469;193
469;2
469;380
470;185
470;51
470;449
470;508
471;8
471;152
471;398
472;62
472;5
472;310
473;25
473;228
473;270
474;425
474;226
474;193
475;160
475;8
475;308
476;424
476;60
476;5
477;248
477;64
477;171
478;36
478;389
478;102
479;8
479;236
479;247
480;96
480;25
480;114
481;74
481;395
481;133
482;374
482;107
482;30
483;0
483;107
483;5
484;51
484;171
484;143
485;193
485;97
485;78
486;378
486;498
486;244
486;326
487;121
487;285
487;37
488;32
488;50
488;92
489;272
489;1
489;23
490;344
490;178
490;318
491;32
491;156
491;287
492;43
492;300
492;5
493;44
493;253
493;71
494;57
494;66
494;14
495;193
495;130
495;430
496;52
496;285
496;46
497;387
497;340
497;77
498;233
498;211
498;486
498;529
499;0
499;74
499;93
500;156
500;26
500;444
501;128
501;40
501;11
502;50
502;93
502;447
503;152
503;315
503;13
504;332
504;334
504;191
505;64
505;193
505;126
506;144
506;81
506;54
507;208
507;234
507;22
508;40
508;290
508;470
509;40
509;273
509;9
510;9
510;307
510;143
511;40
511;31
511;271
512;384
512;125
512;30
513;3
513;363
513;243
514;8
514;299
514;78
515;277
515;348
515;93
516;76
516;30
516;63
517;40
517;3
517;55
518;48
518;160
518;79
519;2
519;52
519;39
520;368
520;62
520;23
521;323
521;163
521;54
522;48
522;66
522;3
523;137
523;282
523;251
524;58
524;107
524;461
525;1
525;442
525;130
526;156
526;140
526;78
527;99
527;6
527;47
528;164
528;326
528;39
529;498
529;42
529;447
530;224
530;299
530;86
531;46
531;5
531;14
532;1
532;316
532;86
533;97
533;66
533;35
534;1
534;133
534;70
535;8
535;74
535;30
536;460
536;263
536;183
537;48
537;159
537;215
538;112
538;107
538;103
539;426
539;445
539;271
540;101
540;405
540;111
541;122
541;331
541;87
542;409
542;20
542;53
543;65
543;3
543;47
544;242
544;307
544;182
545;8
545;397
545;230
546;5
546;190
546;14
547;3
547;354
547;227
548;130
548;219
548;453
549;377
549;3
549;193
